"age","date","population_thousand","workingpop_thousand","employed_thousand","unemployed_thousand","nonworkingpop_thousand","involvement_rate","unemployment_rate","employment_rate"
"50-59","2006/04/01","5547.7","3920.8","3828.5","92.3","1626.9","70.7","2.4","69"
"50-59","2006/05/01","5582.1","3975.5","3887","88.5","1606.5","71.2","2.2","69.6"
"50-59","2006/06/01","5616.3","4021.8","3946.8","75","1594.5","71.6","1.9","70.3"
"50-59","2006/07/01","5630.6","3954.8","3881.9","72.9","1675.8","70.2","1.8","68.9"
"50-59","2006/08/01","5641.8","3942.7","3863.2","79.5","1699.1","69.9","2","68.5"
"50-59","2006/09/01","5653.8","3991.2","3920.8","70.4","1662.6","70.6","1.8","69.3"
"50-59","2006/10/01","5665.6","4030.4","3955.3","75.1","1635.2","71.1","1.9","69.8"
"50-59","2006/11/01","5678.2","4036.4","3959.8","76.6","1641.8","71.1","1.9","69.7"
"50-59","2006/12/01","5689.8","3952","3862","90","1737.9","69.5","2.3","67.9"
"50-59","2007/01/01","5724.2","3879.2","3780.9","98.3","1845","67.8","2.5","66.1"
"50-59","2007/02/01","5759.9","3914.6","3820","94.6","1845.3","68","2.4","66.3"
"50-59","2007/03/01","5793.5","4062.8","3967.9","94.9","1730.8","70.1","2.3","68.5"
"50-59","2007/04/01","5832.6","4176.4","4085.2","91.2","1656.2","71.6","2.2","70"
"50-59","2007/05/01","5865.6","4254.5","4158.2","96.3","1611.1","72.5","2.3","70.9"
"50-59","2007/06/01","5895.7","4291.5","4195","96.5","1604.2","72.8","2.2","71.2"
"50-59","2007/07/01","5906.7","4247.9","4158.4","89.6","1658.7","71.9","2.1","70.4"
"50-59","2007/08/01","5917.6","4227.1","4148.5","78.6","1690.6","71.4","1.9","70.1"
"50-59","2007/09/01","5928.7","4304.7","4232","72.7","1623.9","72.6","1.7","71.4"
"50-59","2007/10/01","5939.7","4318.1","4231.4","86.8","1621.6","72.7","2","71.2"
"50-59","2007/11/01","5950.8","4283.7","4210.6","73","1667.1","72","1.7","70.8"
"50-59","2007/12/01","5961.9","4204.8","4131.3","73.5","1757.1","70.5","1.7","69.3"
"50-59","2008/01/01","5979.1","4127.2","4048.4","78.8","1851.9","69","1.9","67.7"
"50-59","2008/02/01","5999.3","4170.3","4086.6","83.6","1829","69.5","2","68.1"
"50-59","2008/03/01","6019.5","4281.7","4195.6","86.1","1737.8","71.1","2","69.7"
"50-59","2008/04/01","6039.8","4387.1","4305.2","81.9","1652.7","72.6","1.9","71.3"
"50-59","2008/05/01","6060.2","4434.4","4351.6","82.8","1625.8","73.2","1.9","71.8"
"50-59","2008/06/01","6080.7","4460.5","4379.9","80.7","1620.2","73.4","1.8","72"
"50-59","2008/07/01","6101","4430.8","4340.6","90.2","1670.2","72.6","2","71.1"
"50-59","2008/08/01","6121.2","4418.6","4329.2","89.4","1702.7","72.2","2","70.7"
"50-59","2008/09/01","6141.6","4470.1","4375.6","94.6","1671.5","72.8","2.1","71.2"
"50-59","2008/10/01","6162","4527.3","4439.2","88.1","1634.7","73.5","1.9","72"
"50-59","2008/11/01","6182.6","4525.8","4436.7","89.1","1656.8","73.2","2","71.8"
"50-59","2008/12/01","6203.2","4418.4","4316.2","102.1","1784.8","71.2","2.3","69.6"
"50-59","2009/01/01","6229","4346","4245.3","100.7","1883","69.8","2.3","68.2"
"50-59","2009/02/01","6256","4382.8","4269.8","113","1873.2","70.1","2.6","68.3"
"50-59","2009/03/01","6285","4504.2","4394.5","109.7","1780.8","71.7","2.4","69.9"
"50-59","2009/04/01","6315","4579.9","4462.4","117.5","1735.1","72.5","2.6","70.7"
"50-59","2009/05/01","6347.4","4624.2","4492.7","131.5","1723.2","72.9","2.8","70.8"
"50-59","2009/06/01","6380.8","4681","4548.9","132.1","1699.8","73.4","2.8","71.3"
"50-59","2009/07/01","6413.3","4660.4","4533.3","127.1","1752.9","72.7","2.7","70.7"
"50-59","2009/08/01","6443","4648.3","4530.6","117.7","1794.7","72.1","2.5","70.3"
"50-59","2009/09/01","6471.2","4723.7","4615.1","108.6","1747.5","73","2.3","71.3"
"50-59","2009/10/01","6499.6","4759.4","4659","100.4","1740.2","73.2","2.1","71.7"
"50-59","2009/11/01","6529.7","4766.1","4665.1","101","1763.6","73","2.1","71.4"
"50-59","2009/12/01","6559.9","4668.1","4558.3","109.8","1891.8","71.2","2.4","69.5"
"50-59","2010/01/01","6590.2","4649.9","4478.3","171.6","1940.3","70.6","3.7","68"
"50-59","2010/02/01","6620.1","4676.3","4525.2","151.1","1943.9","70.6","3.2","68.4"
"50-59","2010/03/01","6650.2","4784.5","4658.8","125.7","1865.8","71.9","2.6","70.1"
"50-59","2010/04/01","6680.5","4894.2","4782.4","111.8","1786.3","73.3","2.3","71.6"
"50-59","2010/05/01","6711","4968.6","4867.1","101.6","1742.4","74","2","72.5"
"50-59","2010/06/01","6741.7","4981.6","4881","100.6","1760.1","73.9","2","72.4"
"50-59","2010/07/01","6770.4","4968.9","4847.2","121.7","1801.5","73.4","2.4","71.6"
"50-59","2010/08/01","6799.1","4944.4","4839.7","104.7","1854.7","72.7","2.1","71.2"
"50-59","2010/09/01","6827.9","4990.7","4877.1","113.5","1837.3","73.1","2.3","71.4"
"50-59","2010/10/01","6856.9","5068.2","4949.1","119.1","1788.7","73.9","2.3","72.2"
"50-59","2010/11/01","6886.2","5041.3","4939.4","101.9","1844.8","73.2","2","71.7"
"50-59","2010/12/01","6915.6","4978.8","4857.4","121.4","1936.8","72","2.4","70.2"
"50-59","2011/01/01","6943.8","4845.3","4725.6","119.7","2098.5","69.8","2.5","68.1"
"50-59","2011/02/01","6972","4972.4","4835.3","137.1","1999.5","71.3","2.8","69.4"
"50-59","2011/03/01","7000.4","5100","4957.8","142.2","1900.4","72.9","2.8","70.8"
"50-59","2011/04/01","7028.9","5191.2","5082.8","108.4","1837.7","73.9","2.1","72.3"
"50-59","2011/05/01","7057.7","5250.3","5141.4","108.9","1807.4","74.4","2.1","72.8"
"50-59","2011/06/01","7086.4","5289.4","5186.9","102.5","1797.1","74.6","1.9","73.2"
"50-59","2011/07/01","7125","5223.2","5116.6","106.6","1901.8","73.3","2","71.8"
"50-59","2011/08/01","7149.3","5242","5139.3","102.7","1907.3","73.3","2","71.9"
"50-59","2011/09/01","7173.5","5232.5","5117.8","114.7","1941","72.9","2.2","71.3"
"50-59","2011/10/01","7197.9","5344.7","5249","95.7","1853.2","74.3","1.8","72.9"
"50-59","2011/11/01","7222.6","5342.4","5251.5","90.8","1880.2","74","1.7","72.7"
"50-59","2011/12/01","7247.7","5285.8","5191.4","94.3","1962","72.9","1.8","71.6"
"50-59","2012/01/01","7279","5206.3","5101.4","104.9","2072.7","71.5","2","70.1"
"50-59","2012/02/01","7302.9","5274.6","5142.8","131.8","2028.3","72.2","2.5","70.4"
"50-59","2012/03/01","7326.9","5385","5251.2","133.8","1941.9","73.5","2.5","71.7"
"50-59","2012/04/01","7351","5459.5","5334.5","125","1891.5","74.3","2.3","72.6"
"50-59","2012/05/01","7375.5","5522.1","5423.7","98.4","1853.5","74.9","1.8","73.5"
"50-59","2012/06/01","7399.9","5545.4","5432.5","112.9","1854.5","74.9","2","73.4"
"50-59","2012/07/01","7432.1","5510","5391.5","118.4","1922.1","74.1","2.1","72.5"
"50-59","2012/08/01","7452","5483.8","5357.5","126.3","1968.1","73.6","2.3","71.9"
"50-59","2012/09/01","7471.8","5567.8","5444.2","123.6","1904","74.5","2.2","72.9"
"50-59","2012/10/01","7491.8","5584.7","5478.6","106.2","1907","74.5","1.9","73.1"
"50-59","2012/11/01","7512","5584.5","5484.9","99.7","1927.5","74.3","1.8","73"
"50-59","2012/12/01","7532.8","5488.3","5388.1","100.3","2044.5","72.9","1.8","71.5"
"50-59","2013/01/01","7554.1","5419.5","5300.9","118.6","2134.6","71.7","2.2","70.2"
"50-59","2013/02/01","7575.8","5458.5","5319.1","139.4","2117.3","72.1","2.6","70.2"
"50-59","2013/03/01","7597.4","5585.3","5463.8","121.5","2012.1","73.5","2.2","71.9"
"50-59","2013/04/01","7619.2","5707.8","5598.6","109.2","1911.4","74.9","1.9","73.5"
"50-59","2013/05/01","7641.1","5763.2","5654.1","109","1878","75.4","1.9","74"
"50-59","2013/06/01","7663.3","5800.3","5701","99.3","1863","75.7","1.7","74.4"
"50-59","2013/07/01","7688.2","5786.5","5676.2","110.3","1901.7","75.3","1.9","73.8"
"50-59","2013/08/01","7702.1","5755.8","5645.2","110.5","1946.3","74.7","1.9","73.3"
"50-59","2013/09/01","7716.1","5804.3","5708.4","95.9","1911.8","75.2","1.7","74"
"50-59","2013/10/01","7730.1","5857","5766.9","90.1","1873.2","75.8","1.5","74.6"
"50-59","2013/11/01","7744.3","5848.7","5761.5","87.2","1895.6","75.5","1.5","74.4"
"50-59","2013/12/01","7758.6","5764.4","5677.2","87.3","1994.2","74.3","1.5","73.2"
"50-59","2014/01/01","7777.2","5734","5621.1","112.9","2043.2","73.7","2","72.3"
"50-59","2014/02/01","7796","5810","5675.6","134.4","1986","74.5","2.3","72.8"
"50-59","2014/03/01","7814.9","5898.9","5755.6","143.2","1916","75.5","2.4","73.6"
"50-59","2014/04/01","7833.9","6008.5","5871.3","137.1","1825.4","76.7","2.3","74.9"
"50-59","2014/05/01","7853","6028.4","5881.5","146.8","1824.6","76.8","2.4","74.9"
"50-59","2014/06/01","7872.2","6019.1","5882.2","136.9","1853.1","76.5","2.3","74.7"
"50-59","2014/07/01","7886.9","6004.8","5878.7","126.1","1882.1","76.1","2.1","74.5"
"50-59","2014/08/01","7901.8","6010.8","5879.9","130.9","1891","76.1","2.2","74.4"
"50-59","2014/09/01","7916.7","6044.1","5914.6","129.5","1872.6","76.3","2.1","74.7"
"50-59","2014/10/01","7931.5","6074","5936.3","137.7","1857.5","76.6","2.3","74.8"
"50-59","2014/11/01","7946.6","6088.1","5954.4","133.7","1858.5","76.6","2.2","74.9"
"50-59","2014/12/01","7961.8","6022.5","5886.1","136.4","1939.3","75.6","2.3","73.9"
"50-59","2015/01/01","7978.1","5965.5","5811.8","153.7","2012.6","74.8","2.6","72.8"
"50-59","2015/02/01","7994.6","6027.2","5858.8","168.4","1967.4","75.4","2.8","73.3"
"50-59","2015/03/01","8011.1","6062.9","5913.7","149.2","1948.2","75.7","2.5","73.8"
"50-59","2015/04/01","8027.8","6134.4","5982.9","151.5","1893.3","76.4","2.5","74.5"
"50-59","2015/05/01","8044.5","6188.6","6028.8","159.8","1855.9","76.9","2.6","74.9"
"50-59","2015/06/01","8061.3","6207.4","6037.4","170","1853.9","77","2.7","74.9"
"50-59","2015/07/01","8070.2","6211.9","6058.9","153","1858.3","77","2.5","75.1"
"50-59","2015/08/01","8079.2","6155.7","6000.6","155.1","1923.6","76.2","2.5","74.3"
"50-59","2015/09/01","8088.4","6177.2","6048.6","128.5","1911.2","76.4","2.1","74.8"
"50-59","2015/10/01","8097.5","6183.4","6061.5","121.9","1914","76.4","2","74.9"
"50-59","2015/11/01","8106.7","6206.7","6093.6","113.1","1900","76.6","1.8","75.2"
"50-59","2015/12/01","8116","6146.3","6027.9","118.4","1969.7","75.7","1.9","74.3"
"50-59","2016/01/01","8126.7","6070.7","5926.7","144","2056.1","74.7","2.4","72.9"
"50-59","2016/02/01","8137.8","6092","5935.3","156.8","2045.8","74.9","2.6","72.9"
"50-59","2016/03/01","8149","6140.5","5974","166.5","2008.4","75.4","2.7","73.3"
"50-59","2016/04/01","8160.1","6207.7","6058.7","149","1952.4","76.1","2.4","74.2"
"50-59","2016/05/01","8171.5","6259.5","6111.5","148","1911.9","76.6","2.4","74.8"
"50-59","2016/06/01","8182.8","6266.9","6125.3","141.6","1916","76.6","2.3","74.9"
"50-59","2016/07/01","8188.8","6252","6104.1","148","1936.8","76.3","2.4","74.5"
"50-59","2016/08/01","8194.8","6271.6","6125","146.6","1923.2","76.5","2.3","74.7"
"50-59","2016/09/01","8200.9","6293.3","6147.9","145.4","1907.6","76.7","2.3","75"
"50-59","2016/10/01","8207.1","6326.2","6194.7","131.4","1880.9","77.1","2.1","75.5"
"50-54","1999/06/01","2260","1696","1601","95","565","75","5.6","70.8"
"50-54","1999/07/01","2268","1676","1579","97","592","73.9","5.8","69.6"
"50-54","1999/08/01","2276","1675","1588","87","601","73.6","5.2","69.8"
"50-54","1999/09/01","2284","1707","1642","65","577","74.7","3.8","71.9"
"50-54","1999/10/01","2292","1719","1647","72","573","75","4.2","71.9"
"50-54","1999/11/01","2300","1718","1660","58","582","74.7","3.4","72.2"
"50-54","1999/12/01","2308","1672","1610","61","636","72.4","3.6","69.8"
"50-54","2000/01/01","2314","1624","1562","62","691","70.2","3.8","67.5"
"50-54","2000/02/01","2322","1634","1568","66","688","70.4","4","67.5"
"50-54","2000/03/01","2331","1693","1634","59","637","72.6","3.5","70.1"
"50-54","2000/04/01","2338","1713","1659","54","625","73.3","3.2","71"
"50-54","2000/05/01","2346","1729","1683","46","617","73.7","2.7","71.7"
"50-54","2000/06/01","2354","1735","1689","46","620","73.7","2.7","71.8"
"50-54","2000/07/01","2361","1725","1667","58","636","73.1","3.4","70.6"
"50-54","2000/08/01","2366","1710","1650","60","657","72.3","3.5","69.7"
"50-54","2000/09/01","2371","1737","1676","61","634","73.3","3.5","70.7"
"50-54","2000/10/01","2376","1749","1705","44","627","73.6","2.5","71.8"
"50-54","2000/11/01","2381","1733","1690","43","648","72.8","2.5","71"
"50-54","2000/12/01","2387","1695","1645","50","692","71","2.9","68.9"
"50-54","2001/01/01","2392","1631","1566","64","761","68.2","3.9","65.5"
"50-54","2001/02/01","2397","1656","1585","70","741","69.1","4.2","66.1"
"50-54","2001/03/01","2402","1715","1651","65","686","71.4","3.8","68.7"
"50-54","2001/04/01","2407","1766","1716","49","641","73.4","2.8","71.3"
"50-54","2001/05/01","2412","1790","1742","48","622","74.2","2.7","72.2"
"50-54","2001/06/01","2418","1792","1746","46","625","74.1","2.6","72.2"
"50-54","2001/07/01","2423","1778","1725","53","646","73.4","3","71.2"
"50-54","2001/08/01","2430","1759","1711","48","671","72.4","2.7","70.4"
"50-54","2001/09/01","2437","1794","1749","45","643","73.6","2.5","71.8"
"50-54","2001/10/01","2443","1815","1765","50","628","74.3","2.8","72.2"
"50-54","2001/11/01","2450","1807","1757","50","643","73.8","2.8","71.7"
"50-54","2001/12/01","2456","1766","1719","47","690","71.9","2.7","70"
"50-54","2002/01/01","2463","1728","1675","53","735","70.2","3.1","68"
"50-54","2002/02/01","2470","1734","1679","55","736","70.2","3.2","68"
"50-54","2002/03/01","2477","1792","1748","44","685","72.3","2.5","70.6"
"50-54","2002/04/01","2483","1839","1795","44","644","74.1","2.4","72.3"
"50-54","2002/05/01","2490","1858","1819","39","632","74.6","2.1","73.1"
"50-54","2002/06/01","2497","1873","1842","32","624","75","1.7","73.8"
"50-54","2002/07/01","2503","1854","1825","29","649","74.1","1.6","72.9"
"50-54","2002/08/01","2509","1853","1816","37","655","73.9","2","72.4"
"50-54","2002/09/01","2514","1866","1837","28","649","74.2","1.5","73.1"
"50-54","2002/10/01","2520","1879","1854","25","641","74.6","1.3","73.6"
"50-54","2002/11/01","2526","1876","1847","28","650","74.3","1.5","73.1"
"50-54","2002/12/01","2531","1836","1802","33","696","72.5","1.8","71.2"
"50-54","2003/01/01","2537.2","1795.3","1764.7","30.6","741.9","70.8","1.7","69.6"
"50-54","2003/02/01","2543","1783.9","1748.6","35.4","759.1","70.1","2","68.8"
"50-54","2003/03/01","2548.8","1831.5","1787","44.6","717.3","71.9","2.4","70.1"
"50-54","2003/04/01","2554.7","1867","1828.7","38.3","687.7","73.1","2.1","71.6"
"50-54","2003/05/01","2560.6","1892.3","1857.2","35.1","668.3","73.9","1.9","72.5"
"50-54","2003/06/01","2566.4","1898.3","1858","40.3","668.1","74","2.1","72.4"
"50-54","2003/07/01","2573.7","1888.1","1853.7","34.4","685.7","73.4","1.8","72"
"50-54","2003/08/01","2582.3","1882.2","1847.1","35","700.2","72.9","1.9","71.5"
"50-54","2003/09/01","2591","1897.8","1864.3","33.5","693.2","73.2","1.8","72"
"50-54","2003/10/01","2599.7","1914.8","1876.5","38.4","684.8","73.7","2","72.2"
"50-54","2003/11/01","2608.4","1913.3","1878.2","35.1","695.1","73.4","1.8","72"
"50-54","2003/12/01","2617.2","1891.3","1848.4","42.9","725.9","72.3","2.3","70.6"
"50-54","2004/01/01","2627.8","1872.9","1833.5","39.4","754.9","71.3","2.1","69.8"
"50-54","2004/02/01","2640.2","1880.2","1838","42.2","759.9","71.2","2.2","69.6"
"50-54","2004/03/01","2652.6","1922.9","1882.2","40.6","729.7","72.5","2.1","71"
"50-54","2004/04/01","2665.1","1959.8","1914.8","44.9","705.3","73.5","2.3","71.8"
"50-54","2004/05/01","2677.6","1962","1921.2","40.8","715.6","73.3","2.1","71.8"
"50-54","2004/06/01","2690.3","1985.4","1949.8","35.7","704.8","73.8","1.8","72.5"
"50-54","2004/07/01","2704.2","1970.8","1934.5","36.3","733.4","72.9","1.8","71.5"
"50-54","2004/08/01","2719.2","1962.5","1923.4","39.1","756.7","72.2","2","70.7"
"50-54","2004/09/01","2734.4","2004.6","1966","38.6","729.8","73.3","1.9","71.9"
"50-54","2004/10/01","2749.6","2027.6","1987.3","40.3","722","73.7","2","72.3"
"50-54","2004/11/01","2764.9","2049.1","2008.1","41","715.9","74.1","2","72.6"
"50-54","2004/12/01","2780.3","2035.6","1987.9","47.7","744.8","73.2","2.3","71.5"
"50-54","2005/01/01","2804.6","2007.2","1956.6","50.7","797.4","71.6","2.5","69.8"
"50-54","2005/02/01","2838.1","2024","1966.5","57.5","814.1","71.3","2.8","69.3"
"50-54","2005/03/01","2872","2112.7","2059.3","53.5","759.2","73.6","2.5","71.7"
"50-54","2005/04/01","2906.3","2151.6","2098.8","52.8","754.7","74","2.5","72.2"
"50-54","2005/05/01","2941","2178.3","2136.6","41.7","762.7","74.1","1.9","72.6"
"50-54","2005/06/01","2976.1","2215.6","2168.5","47.1","760.5","74.4","2.1","72.9"
"50-54","2005/07/01","2991.8","2219.5","2175.9","43.7","772.3","74.2","2","72.7"
"50-54","2005/08/01","3001.2","2213.7","2166.5","47.2","787.5","73.8","2.1","72.2"
"50-54","2005/09/01","3012.4","2253.3","2194.8","58.5","759.1","74.8","2.6","72.9"
"50-54","2005/10/01","3023.5","2273.3","2221","52.4","750.2","75.2","2.3","73.5"
"50-54","2005/11/01","3033.5","2283.3","2238.7","44.6","750.2","75.3","2","73.8"
"50-54","2005/12/01","3044.3","2234.2","2181.7","52.5","810.1","73.4","2.3","71.7"
"50-54","2006/01/01","3070.1","2209.4","2157.9","51.5","860.7","72","2.3","70.3"
"50-54","2006/02/01","3096.7","2254","2188.1","65.9","842.7","72.8","2.9","70.7"
"50-54","2006/03/01","3123.8","2313","2261.9","51.1","810.8","74","2.2","72.4"
"50-54","2006/04/01","3150.3","2364.1","2312.7","51.5","786.1","75","2.2","73.4"
"50-54","2006/05/01","3176.9","2384.9","2338.1","46.9","792","75.1","2","73.6"
"50-54","2006/06/01","3203.6","2413.4","2376.7","36.7","790.3","75.3","1.5","74.2"
"50-54","2006/07/01","3213.7","2387.8","2352","35.8","825.9","74.3","1.5","73.2"
"50-54","2006/08/01","3222.2","2384.3","2338","46.3","837.8","74","1.9","72.6"
"50-54","2006/09/01","3231","2403.6","2360.4","43.2","827.4","74.4","1.8","73.1"
"50-54","2006/10/01","3239.7","2411.7","2365.9","45.8","828","74.4","1.9","73"
"50-54","2006/11/01","3249","2420.6","2375.3","45.2","828.4","74.5","1.9","73.1"
"50-54","2006/12/01","3257.6","2385.4","2330.6","54.8","872.2","73.2","2.3","71.5"
"50-54","2007/01/01","3284.3","2362.3","2300.9","61.4","922","71.9","2.6","70.1"
"50-54","2007/02/01","3312.2","2376.6","2321.9","54.7","935.5","71.8","2.3","70.1"
"50-54","2007/03/01","3338.3","2455.2","2397.5","57.6","883.1","73.5","2.3","71.8"
